,relevance,state,bill_number,bill_id,change_hash,url,text_url,research_url,last_action_date,last_action,title,status,status_date,body,description,session.session_name,latest_text_id,latest_text_type
18,99,NV,SB153,1706887,187f6a440f6abc15cfe264449e22dfb9,https://legiscan.com/NV/bill/SB153/2023,https://legiscan.com/NV/text/SB153/2023,https://legiscan.com/NV/research/SB153/2023,2023-05-31,"Approved by the Governor. Chapter 146. (Effective May 31, 2023)",Makes various changes relating to corrections. (BDR 16-126),4,2023-05-31,S,"AN ACT relating to corrections; requiring the Director of the Department of Corrections to adopt regulations prescribing certain standards concerning offenders who are transgender, gender non-conforming, gender non-binary and intersex; requiring a program of facility training for correctional staff to include training in cultural competency for interacting with offenders who are transgender, gender non-conforming, gender non-binary and intersex; and providing other matters properly relating thereto.",82nd Legislature (2023),2817395,Enrolled
19,99,CA,AR57,1777097,08eb8910a3f364b35ec763576af651a0,https://legiscan.com/CA/bill/AR57/2023,https://legiscan.com/CA/text/AR57/2023,https://legiscan.com/CA/research/AR57/2023,2023-09-06,Read. Adopted.,Relative to Transgender History Month.,4,2023-09-06,A,Relative to Transgender History Month.,2023-2024 Session,2839034,Introduced
20,99,CA,AR33,1760517,ddd6d75c51ff029169309d523db7d8a7,https://legiscan.com/CA/bill/AR33/2023,https://legiscan.com/CA/text/AR33/2023,https://legiscan.com/CA/research/AR33/2023,2023-06-05,Read. Adopted. (Page 2161.).,"Relative to Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ+) Pride Month.",4,2023-06-05,A,"Relative to Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ+) Pride Month.",2023-2024 Session,2796130,Introduced
21,99,WI,SJR15,1730907,4c767ad20843866aba7ca11a4e779698,https://legiscan.com/WI/bill/SJR15/2023,https://legiscan.com/WI/text/SJR15/2023,https://legiscan.com/WI/research/SJR15/2023,2023-03-30,Representative Riemer added as a cosponsor,"Proclaiming March 31, 2023, as Wisconsin's Transgender Day of Visibility.",1,2023-03-08,S,"Relating to: proclaiming March 31, 2023, as Wisconsin's Transgender Day of Visibility.",2023-2024 Regular Session,2733090,Introduced
22,99,WI,AJR20,1747160,321db49c545164547815087c85ae3541,https://legiscan.com/WI/bill/AJR20/2023,https://legiscan.com/WI/text/AJR20/2023,https://legiscan.com/WI/research/AJR20/2023,2023-03-30,Representative Riemer added as a coauthor,"Proclaiming March 31, 2023, as Wisconsin's Transgender Day of Visibility.",1,2023-03-24,A,"Relating to: proclaiming March 31, 2023, as Wisconsin's Transgender Day of Visibility.",2023-2024 Regular Session,2758860,Introduced
23,99,VT,JRH004,1751508,8743df90e1b6fac7173142bc1db7a84b,https://legiscan.com/VT/bill/JRH004/2023,https://legiscan.com/VT/text/JRH004/2023,https://legiscan.com/VT/research/JRH004/2023,2023-04-07,"Senate Message, adopted in concurrence","Joint resolution recognizing March 31, 2023 as Transgender Day of Visibility in Vermont, expressing support for the transgender rights of all Vermonters, and opposing legislation restricting the rights of transgender Vermonters regardless of their age",4,2023-04-06,H,"Joint resolution recognizing March 31, 2023 as Transgender Day of Visibility in Vermont, expressing support for the transgender rights of all Vermonters, and opposing legislation restricting the rights of transgender Vermonters regardless of their age",2023-2024 Session,2766707,Introduced
24,99,ND,HB1473,1667233,ca9f9617c511fb3ece1bc105e5429926,https://legiscan.com/ND/bill/HB1473/2023,https://legiscan.com/ND/text/HB1473/2023,https://legiscan.com/ND/research/HB1473/2023,2023-04-27,Filed with Secretary Of State 04/26,"The use of restrooms, locker rooms, and shower rooms in a dormitory or living facility controlled by the state board of higher education, a correctional facility, the North Dakota youth correctional center, and the penitentiary exclusively for males and females.",4,2023-04-26,H,"AN ACT to create and enact a new section to chapter 12-44.1, a new section to chapter 12-46, a new section to chapter 12-47, and a new section to chapter 15-10 of the North Dakota Century Code, relating to the use of restrooms, locker rooms, and shower rooms in a dormitory or living facility controlled by the state board of higher education, a correctional facility, the North Dakota youth correctional center, and the penitentiary exclusively for males and females.",68th Legislative Assembly,2790706,Comm Sub
25,99,NY,A00372,1645015,c1b63bf4beab3c853dcdf0c0a7de1169,https://legiscan.com/NY/bill/A00372/2023,https://legiscan.com/NY/text/A00372/2023,https://legiscan.com/NY/research/A00372/2023,2023-06-08,substituted by s1783a,"Establishes the lesbian, gay, bisexual and transgender, and people living with HIV long-term care facility residents' bill of rights; prohibits a long-term care facility or facility staff from discriminating against any resident on the basis of such resident's actual or perceived sexual orientation, gender identity or expression, or HIV status.",1,2023-01-06,A,"Establishes the lesbian, gay, bisexual and transgender, and people living with HIV long-term care facility residents' bill of rights; prohibits a long-term care facility or facility staff from discriminating against any resident on the basis of such resident's actual or perceived sexual orientation, gender identity or expression, or HIV status.",2023-2024 General Assembly,2813457,Amended
26,99,NY,S01783,1659075,af6844b717b8cc56976744d70a1d527e,https://legiscan.com/NY/bill/S01783/2023,https://legiscan.com/NY/text/S01783/2023,https://legiscan.com/NY/research/S01783/2023,2023-06-09,returned to senate,"Establishes the lesbian, gay, bisexual and transgender, and people living with HIV long-term care facility residents' bill of rights; prohibits a long-term care facility or facility staff from discriminating against any resident on the basis of such resident's actual or perceived sexual orientation, gender identity or expression, or HIV status.",2,2023-06-06,S,"Establishes the lesbian, gay, bisexual and transgender, and people living with HIV long-term care facility residents' bill of rights; prohibits a long-term care facility or facility staff from discriminating against any resident on the basis of such resident's actual or perceived sexual orientation, gender identity or expression, or HIV status.",2023-2024 General Assembly,2821082,Amended
27,99,NM,SM33,1698603,20c0219b3fd356af3583bc1849899fef,https://legiscan.com/NM/bill/SM33/2023,https://legiscan.com/NM/text/SM33/2023,https://legiscan.com/NM/research/SM33/2023,2023-02-13,Signed by one or both houses (for legislation not requiring Governor's signature),Equality New Mexico 30th Anniversary,4,2023-02-13,S,Equality New Mexico 30th Anniversary,2023 Regular Session,2716668,Enrolled
28,99,WA,HB1207,1649569,f4bc2d1685981b7ad0144d093e93934a,https://legiscan.com/WA/bill/HB1207/2023,https://legiscan.com/WA/text/HB1207/2023,https://legiscan.com/WA/research/HB1207/2023,2023-05-04,Effective date 7/23/2023.,"Preventing and responding to harassment, intimidation, bullying, and discrimination in schools.",4,2023-05-04,H,"Preventing and responding to harassment, intimidation, bullying, and discrimination in schools.",2023-2024 Regular Session,2806495,Chaptered
29,99,US,HR418,1766022,8d87b7998efcd739074543686b607637,https://legiscan.com/US/bill/HR418/2023,https://legiscan.com/US/text/HR418/2023,https://legiscan.com/US/research/HR418/2023,2023-05-17,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Energy and Commerce, and Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.","Supporting the goals and ideals of the International Day Against Homophobia, Biphobia, Interphobia, and Transphobia (IDAHOBIT).",1,2023-05-17,H,"Supporting the goals and ideals of the International Day Against Homophobia, Biphobia, Interphobia, and Transphobia (IDAHOBIT).",118th Congress,2811860,Introduced
30,99,US,HB3850,1770518,65ae83cd9ef393cdc3366fcbcb993200,https://legiscan.com/US/bill/HB3850/2023,https://legiscan.com/US/text/HB3850/2023,https://legiscan.com/US/research/HB3850/2023,2023-06-09,Referred to the Subcommittee on Health.,Pride In Mental Health Act of 2023,1,2023-06-06,H,"To amend title V of the Public Health Service Act to ensure protections for lesbian, gay, bisexual, and transgender youth and their families.",118th Congress,2832917,Introduced
31,99,CA,AB1163,1711908,7aceec39e97a1181e79d56105ef7db27,https://legiscan.com/CA/bill/AB1163/2023,https://legiscan.com/CA/text/AB1163/2023,https://legiscan.com/CA/research/AB1163/2023,2023-10-13,"Chaptered by Secretary of State - Chapter 832, Statutes of 2023.","Lesbian, Gay, Bisexual, and Transgender Disparities Reduction Act.",4,2023-10-13,A,"An act to amend Section 8310.8 of the Government Code, relating to data collection.",2023-2024 Session,2845901,Chaptered
32,99,TX,HB851,1634429,daaadb7f8a4371e4363d8babe524ae2f,https://legiscan.com/TX/bill/HB851/2023,https://legiscan.com/TX/text/HB851/2023,https://legiscan.com/TX/research/HB851/2023,2023-03-01,Referred to State Affairs,Relating to the creation of a task force to study the legal and societal barriers to equality for transgender persons.,1,2022-12-01,H,Relating to the creation of a task force to study the legal and societal barriers to equality for transgender persons.,88th Legislature Regular Session,2614849,Introduced
33,99,NM,HM38,1700785,79125f5463e565e6958be8c91d01dc4d,https://legiscan.com/NM/bill/HM38/2023,https://legiscan.com/NM/text/HM38/2023,https://legiscan.com/NM/research/HM38/2023,2023-02-17,Signed by one or both houses (for legislation not requiring Governor's signature),"""equality New Mexico Day""",4,2023-02-17,H,"""equality New Mexico Day""",2023 Regular Session,2707758,Enrolled
34,99,WI,SJR42,1764669,b09dc59a35548bef6e60988be8eaff53,https://legiscan.com/WI/bill/SJR42/2023,https://legiscan.com/WI/text/SJR42/2023,https://legiscan.com/WI/research/SJR42/2023,2023-05-19,Representative Haywood added as a cosponsor,"Proclaiming November 20, 2023, as Wisconsin's Transgender Day of Remembrance.",1,2023-05-15,S,"Relating to: proclaiming November 20, 2023, as Wisconsin's Transgender Day of Remembrance.",2023-2024 Regular Session,2808922,Introduced
35,99,WI,AJR50,1768711,8ef2fdecbca72fc989385aefae70f2fa,https://legiscan.com/WI/bill/AJR50/2023,https://legiscan.com/WI/text/AJR50/2023,https://legiscan.com/WI/research/AJR50/2023,2023-05-25,Read and referred to Committee on Rules,"Proclaiming November 20, 2023, as Wisconsin's Transgender Day of Remembrance.",1,2023-05-25,A,"Relating to: proclaiming November 20, 2023, as Wisconsin's Transgender Day of Remembrance.",2023-2024 Regular Session,2818457,Introduced
36,99,CO,SB014,1651747,fa968d9aaa76ea273f45267d8386d060,https://legiscan.com/CO/bill/SB014/2023,https://legiscan.com/CO/text/SB014/2023,https://legiscan.com/CO/research/SB014/2023,2023-05-30,Governor Signed,Disordered Eating Prevention,4,2023-05-30,S,"Concerning establishing the disordered eating prevention program in the department of public health and environment, and, in connection therewith, making an appropriation.",2023 Regular Session,2805546,Enrolled
37,99,US,SR134,1750080,8321078fcc97d9826e23aacf437a05b9,https://legiscan.com/US/bill/SR134/2023,https://legiscan.com/US/text/SR134/2023,https://legiscan.com/US/research/SR134/2023,2023-03-29,"Referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S1056-1057)","A resolution supporting the goals and ideals of the Rise Up for LGBTQI+ Youth in Schools Initiative, a call to action to communities across the country to demand equal educational opportunity, basic civil rights protections, and freedom from erasure for all students, particularly LGBTQI+ young people, in K-12 schools.",1,2023-03-29,S,"A resolution supporting the goals and ideals of the Rise Up for LGBTQI+ Youth in Schools Initiative, a call to action to communities across the country to demand equal educational opportunity, basic civil rights protections, and freedom from erasure for all students, particularly LGBTQI+ young people, in K-12 schools.",118th Congress,2766571,Introduced
38,99,HI,HB485,1673871,409063bdaa7ff7fa189b065269a18efa,https://legiscan.com/HI/bill/HB485/2023,https://legiscan.com/HI/text/HB485/2023,https://legiscan.com/HI/research/HB485/2023,2023-07-05,"Act 179, 07/03/2023 (Gov. Msg. No. 1282).",Relating To Marriage.,4,2023-07-05,H,"Provides for the replacement of certificates of marriage for individuals who have changed their gender, sex, and, if applicable, name. Effective 1/1/2024. (SD2)",2023 Regular Session,2769447,Amended
39,98,US,HR265,1749957,2aacf67e53a6716ea2824a4be23dc26a,https://legiscan.com/US/bill/HR265/2023,https://legiscan.com/US/text/HR265/2023,https://legiscan.com/US/research/HR265/2023,2023-03-29,Referred to the House Committee on Education and the Workforce.,"Supporting the goals and ideals of the Rise Up for LGBTQI+ Youth in Schools Initiative, a call to action to communities across the country to demand equal educational opportunity, basic civil rights protections, and freedom from erasure for all students, particularly LGBTQI+ young people, in elementary and secondary schools.",1,2023-03-29,H,"Supporting the goals and ideals of the Rise Up for LGBTQI+ Youth in Schools Initiative, a call to action to communities across the country to demand equal educational opportunity, basic civil rights protections, and freedom from erasure for all students, particularly LGBTQI+ young people, in elementary and secondary schools.",118th Congress,2764788,Introduced
40,98,NJ,SR36,1575574,cd80510845f60b1a26a8f7c511bd45fc,https://legiscan.com/NJ/bill/SR36/2022,https://legiscan.com/NJ/text/SR36/2022,https://legiscan.com/NJ/research/SR36/2022,2022-01-31,"Introduced in the Senate, Referred to Senate Health, Human Services and Senior Citizens Committee",Memorializes Department of Defense to authorize changes on certain military service forms of veterans who are transgender.,1,2022-01-31,S,Memorializes Department of Defense to authorize changes on certain military service forms of veterans who are transgender.,2022-2023 Regular Session,2500488,Introduced
41,98,NJ,S1506,1582566,2c96c33d23bd4259fc3bbce1921d6408,https://legiscan.com/NJ/bill/S1506/2022,https://legiscan.com/NJ/text/S1506/2022,https://legiscan.com/NJ/research/S1506/2022,2022-02-10,"Introduced in the Senate, Referred to Senate Labor Committee",Requires State Employment and Training Commission member to specialize in serving transgender communities.,1,2022-02-10,S,Requires State Employment and Training Commission member to specialize in serving transgender communities.,2022-2023 Regular Session,2514143,Introduced
42,98,NY,A06708,1761580,71565dc32f8cee096cb079f2b555a30b,https://legiscan.com/NY/bill/A06708/2023,https://legiscan.com/NY/text/A06708/2023,https://legiscan.com/NY/research/A06708/2023,2023-05-05,referred to education,"Relates to culturally responsive lesbian, gay, bisexual and transgender education standards.",1,2023-05-05,A,"Relates to culturally responsive lesbian, gay, bisexual and transgender education standards.",2023-2024 General Assembly,2800458,Introduced
43,98,NJ,AR36,1557417,bb25d3dec52bbd56c71bd6b4b9d8b0e7,https://legiscan.com/NJ/bill/AR36/2022,https://legiscan.com/NJ/text/AR36/2022,https://legiscan.com/NJ/research/AR36/2022,2022-01-11,"Introduced, Referred to Assembly Health Committee",Memorializes Department of Defense to authorize changes on certain military service forms of veterans who are transgender.,1,2022-01-11,A,Memorializes Department of Defense to authorize changes on certain military service forms of veterans who are transgender.,2022-2023 Regular Session,2476856,Introduced
44,98,MD,HB426,1684894,ab93f024db079e2a65390b549751e077,https://legiscan.com/MD/bill/HB426/2023,https://legiscan.com/MD/text/HB426/2023,https://legiscan.com/MD/research/HB426/2023,2023-02-01,Hearing 2/21 at 1:00 p.m.,"Correctional Facilities - Transgender, Nonbinary, and Intersex Inmates (Transgender Respect, Agency, and Dignity Act)",1,2023-01-30,H,"Requiring the Commissioner of Correction to report certain information regarding the gender identities of inmates and the housing status of transgender, nonbinary, or intersex inmates; prohibiting an employee of a correctional facility from discriminating against inmates on the basis of certain protected classes; requiring the managing official of a correctional facility to develop a written nondiscrimination policy regarding inmates; etc.",2023 Regular Session,2671976,Introduced
45,98,MD,SB761,1697157,8ec5dd291597cd3abc1da734fae21b6a,https://legiscan.com/MD/bill/SB761/2023,https://legiscan.com/MD/text/SB761/2023,https://legiscan.com/MD/research/SB761/2023,2023-02-14,Hearing 3/15 at 1:00 p.m.,"Correctional Facilities - Transgender, Nonbinary, and Intersex Inmates (Transgender Respect, Agency, and Dignity Act)",1,2023-02-06,S,"Requiring the Commissioner of Correction to report certain information regarding the gender identities of inmates and the housing status of transgender, nonbinary, or intersex inmates; prohibiting an employee of a correctional facility from discriminating against inmates on the basis of certain protected classes; requiring the managing official of a correctional facility to develop a written nondiscrimination policy regarding inmates; etc.",2023 Regular Session,2691382,Introduced
46,98,NY,A00709,1652724,6cb31f4206d3998d562ece0224892f5a,https://legiscan.com/NY/bill/A00709/2023,https://legiscan.com/NY/text/A00709/2023,https://legiscan.com/NY/research/A00709/2023,2023-03-22,print number 709a,"Enacts the ""gender identity respect, dignity and safety act""; relates to the treatment and placement of incarcerated individuals based upon gender identity; requires that incarcerated individuals in state and local correctional facilities who have a gender identity different from their assigned sex at birth be addressed and have access to commissary items, clothing and other materials that are consistent with the person's gender identity; establishes that incarcerated individuals shall be presumptively placed in a correctional facility with persons of the gender that most closely aligns with such person's self-attested gender identity unless the person opts out of such placement.",1,2023-01-11,A,"Enacts the ""gender identity respect, dignity and safety act""; relates to the treatment and placement of incarcerated individuals based upon gender identity; requires that incarcerated individuals in state and local correctional facilities who have a gender identity different from their assigned sex at birth be addressed and have access to commissary items, clothing and other materials that are consistent with the person's gender identity; establishes that incarcerated individuals shall be presumptively placed in a correctional facility with persons of the gender that most closely aligns with such person's self-attested gender identity unless the person opts out of such placement.",2023-2024 General Assembly,2755485,Amended
47,98,NJ,S1330,1577257,bd966924b25e5e60ba9e0190bea1240c,https://legiscan.com/NJ/bill/S1330/2022,https://legiscan.com/NJ/text/S1330/2022,https://legiscan.com/NJ/research/S1330/2022,2022-02-03,"Introduced in the Senate, Referred to Senate Commerce Committee","Creates certain assistance and set-aside programs for businesses owned by lesbian, gay, bisexual, or transgender persons, by persons with a disability, and by veterans.",1,2022-02-03,S,"Creates certain assistance and set-aside programs for businesses owned by lesbian, gay, bisexual, or transgender persons, by persons with a disability, and by veterans.",2022-2023 Regular Session,2506389,Introduced
48,98,MA,S381,1736119,ca523e8de53d73ae058f9c2da14672f3,https://legiscan.com/MA/bill/S381/2023,https://legiscan.com/MA/text/S381/2023,https://legiscan.com/MA/research/S381/2023,2023-05-08,Hearing scheduled for 05/15/2023 from 01:00 PM-05:00 PM in A-1,Establishing an LGBTQI long-term care facility bill of rights,1,2023-02-16,S,For legislation to establish an LGBTQI long-term care facility bill of rights. Elder Affairs.,193rd General Court,2739855,Introduced
49,98,MA,H637,1738834,f94498a27b19173e23696fe9a5a86254,https://legiscan.com/MA/bill/H637/2023,https://legiscan.com/MA/text/H637/2023,https://legiscan.com/MA/research/H637/2023,2023-05-08,Hearing scheduled for 05/15/2023 from 01:00 PM-05:00 PM in A-1,Establishing an LGBTQI long-term care facility bill of rights,1,2023-02-16,H,Relative to the rights of persons who identify as LGBTQI in transparency and accountability. Elder Affairs.,193rd General Court,2743237,Introduced
50,98,NY,A03322,1692680,561adb351f4a32c3f2924ae9555ce592,https://legiscan.com/NY/bill/A03322/2023,https://legiscan.com/NY/text/A03322/2023,https://legiscan.com/NY/research/A03322/2023,2023-07-24,enacting clause stricken,"Establishes a task force to address policies related to the treatment of transgender, gender nonconforming, non-binary, and intersex individuals in the custody of the department of corrections and community supervision.",1,2023-02-02,A,"Establishes a task force to address policies related to the treatment of transgender, gender nonconforming, non-binary, and intersex individuals in the custody of the department of corrections and community supervision.",2023-2024 General Assembly,2678130,Introduced
